split,null,metric,value
4,condition_shuffle,velocity_direction_cosine,0.013864847169100553
4,condition_shuffle,speed_profile_correlation,0.1547769997557578
4,condition_shuffle,path_length_similarity,0.889371395250518
4,condition_shuffle,acceleration_direction_cosine,0.0047557605253049405
4,condition_shuffle,zero_lag_correlation,0.04675419120105246
4,condition_shuffle,best_lag_correlation,0.050568502410919244
4,circular_shift,position_correlation,0.20044850050347074
4,circular_shift,position_cosine,0.26442479255710216
4,circular_shift,normalized_position_rmse,1.3192145151847072
4,circular_shift,velocity_direction_cosine,0.06159376836026957
4,circular_shift,speed_profile_correlation,0.14249292024346474
4,circular_shift,path_length_similarity,0.9014335607135676
4,circular_shift,acceleration_direction_cosine,0.08428878487231423
4,circular_shift,zero_lag_correlation,0.2135394997856513
4,circular_shift,best_lag_correlation,0.26765560369018354
4,time_reversal,position_correlation,0.2035495719062472
4,time_reversal,position_cosine,0.2256927274254443
4,time_reversal,normalized_position_rmse,1.3202614397490835
4,time_reversal,velocity_direction_cosine,0.07350683704983332
4,time_reversal,speed_profile_correlation,0.11463553746680377
4,time_reversal,path_length_similarity,0.9322957579145723
4,time_reversal,acceleration_direction_cosine,0.07787927171154851
4,time_reversal,zero_lag_correlation,0.21640274884030028
4,time_reversal,best_lag_correlation,0.2231346900821255
4,independent_neuron_shift,position_correlation,0.43194015076370934
4,independent_neuron_shift,position_cosine,0.47316721368636355
4,independent_neuron_shift,normalized_position_rmse,0.9231283494111849
4,independent_neuron_shift,velocity_direction_cosine,0.04984752158916427
4,independent_neuron_shift,speed_profile_correlation,0.18053731786596794
4,independent_neuron_shift,path_length_similarity,0.5215058432601364
4,independent_neuron_shift,acceleration_direction_cosine,0.020008143197303263
4,independent_neuron_shift,zero_lag_correlation,0.4464268238075868
4,independent_neuron_shift,best_lag_correlation,0.46266694994387314
4,block_shuffle_16,position_correlation,0.23773412484723094
4,block_shuffle_16,position_cosine,0.314898694283554
4,block_shuffle_16,normalized_position_rmse,1.2540184207047322
4,block_shuffle_16,velocity_direction_cosine,0.04292601060606496
4,block_shuffle_16,speed_profile_correlation,0.28342492784919837
4,block_shuffle_16,path_length_similarity,0.7992847665902366
4,block_shuffle_16,acceleration_direction_cosine,0.042420240189184846
4,block_shuffle_16,zero_lag_correlation,0.25085364140619537
4,block_shuffle_16,best_lag_correlation,0.27809295429402714
5,condition_shuffle,position_correlation,-0.006841657188940987
5,condition_shuffle,position_cosine,-0.0314332941060979
5,condition_shuffle,normalized_position_rmse,1.5746286910813363
5,condition_shuffle,velocity_direction_cosine,-0.025978927663641294
5,condition_shuffle,speed_profile_correlation,-0.1380893096081204
5,condition_shuffle,path_length_similarity,0.8001633029046895
5,condition_shuffle,acceleration_direction_cosine,-0.025112161839289195
5,condition_shuffle,zero_lag_correlation,0.009316243408453289
5,condition_shuffle,best_lag_correlation,0.010592879906009978
5,circular_shift,position_correlation,0.05601512358279464
5,circular_shift,position_cosine,0.12365840892671637
5,circular_shift,normalized_position_rmse,1.5196393708692406
5,circular_shift,velocity_direction_cosine,-0.03423151873452101
5,circular_shift,speed_profile_correlation,0.14574645049091797
5,circular_shift,path_length_similarity,0.8734029691644457
5,circular_shift,acceleration_direction_cosine,-0.028500726319715508
5,circular_shift,zero_lag_correlation,0.07142113068569844
5,circular_shift,best_lag_correlation,0.14396989959247955
5,time_reversal,position_correlation,0.18454160307458853
5,time_reversal,position_cosine,0.20013110004455334
5,time_reversal,normalized_position_rmse,1.4184104994383298
5,time_reversal,velocity_direction_cosine,0.07741555310342393
5,time_reversal,speed_profile_correlation,0.14617992620168443
5,time_reversal,path_length_similarity,0.9020098137005462
5,time_reversal,acceleration_direction_cosine,0.07049908233588564
5,time_reversal,zero_lag_correlation,0.19802396998845279
5,time_reversal,best_lag_correlation,0.2102267174797721
5,independent_neuron_shift,position_correlation,0.4188574660432454
5,independent_neuron_shift,position_cosine,0.3823798712200729
5,independent_neuron_shift,normalized_position_rmse,0.974341326050343
5,independent_neuron_shift,velocity_direction_cosine,0.06087450570302188
5,independent_neuron_shift,speed_profile_correlation,0.31728666157866714
5,independent_neuron_shift,path_length_similarity,0.5657760174095019
5,independent_neuron_shift,acceleration_direction_cosine,0.03597069616052134
5,independent_neuron_shift,zero_lag_correlation,0.4312335107837605
5,independent_neuron_shift,best_lag_correlation,0.4340503870105681
5,block_shuffle_16,position_correlation,0.29740149709913816
5,block_shuffle_16,position_cosine,0.3532418187178009
5,block_shuffle_16,normalized_position_rmse,1.2715984655583097
5,block_shuffle_16,velocity_direction_cosine,0.0005791094840291943
5,block_shuffle_16,speed_profile_correlation,0.2036176742684398
5,block_shuffle_16,path_length_similarity,0.7885843289302239
5,block_shuffle_16,acceleration_direction_cosine,-0.003914597122883563
5,block_shuffle_16,zero_lag_correlation,0.3095988250794403
5,block_shuffle_16,best_lag_correlation,0.3768056144310547
6,condition_shuffle,position_correlation,-0.07605584271250164
6,condition_shuffle,position_cosine,-0.05646853196603285
6,condition_shuffle,normalized_position_rmse,1.3733282011209023
6,condition_shuffle,velocity_direction_cosine,0.017988062543955612
6,condition_shuffle,speed_profile_correlation,0.07045389329758181
6,condition_shuffle,path_length_similarity,0.9486618210489236
6,condition_shuffle,acceleration_direction_cosine,0.06448812035755147
6,condition_shuffle,zero_lag_correlation,-0.056286249303843454
6,condition_shuffle,best_lag_correlation,-0.022317544398227106
6,circular_shift,position_correlation,0.307728217934501
6,circular_shift,position_cosine,0.3431814457192284
6,circular_shift,normalized_position_rmse,1.102898657309659
6,circular_shift,velocity_direction_cosine,0.032664571058785036
6,circular_shift,speed_profile_correlation,0.14286172928694382
6,circular_shift,path_length_similarity,0.9220712566153629
6,circular_shift,acceleration_direction_cosine,0.01885516621746298
6,circular_shift,zero_lag_correlation,0.3211369906561692
6,circular_shift,best_lag_correlation,0.3240301962640752
6,time_reversal,position_correlation,0.1920000869733889
6,time_reversal,position_cosine,0.2028164354880282
6,time_reversal,normalized_position_rmse,1.1914153866157118
6,time_reversal,velocity_direction_cosine,0.053504712886320076
6,time_reversal,speed_profile_correlation,0.09850452338317972
6,time_reversal,path_length_similarity,0.8934688328241416
6,time_reversal,acceleration_direction_cosine,0.04850755863317457
6,time_reversal,zero_lag_correlation,0.20717019699281286
6,time_reversal,best_lag_correlation,0.2119853582967067
6,independent_neuron_shift,position_correlation,0.3555248303308711
6,independent_neuron_shift,position_cosine,0.38313470059979593
6,independent_neuron_shift,normalized_position_rmse,0.9549092218140987
6,independent_neuron_shift,velocity_direction_cosine,0.01635261818150652
6,independent_neuron_shift,speed_profile_correlation,0.17637310890536229
6,independent_neuron_shift,path_length_similarity,0.4638416176597014
6,independent_neuron_shift,acceleration_direction_cosine,0.02939969668724124
6,independent_neuron_shift,zero_lag_correlation,0.37593342492388004
6,independent_neuron_shift,best_lag_correlation,0.39227041439819443
6,block_shuffle_16,position_correlation,0.2177865513420113
6,block_shuffle_16,position_cosine,0.24954361853981352
6,block_shuffle_16,normalized_position_rmse,1.1423131705140845
6,block_shuffle_16,velocity_direction_cosine,0.055391181931070156
6,block_shuffle_16,speed_profile_correlation,0.07669217200241187
6,block_shuffle_16,path_length_similarity,0.9211761297109988
6,block_shuffle_16,acceleration_direction_cosine,0.04009189724800289
6,block_shuffle_16,zero_lag_correlation,0.23374986150079188
6,block_shuffle_16,best_lag_correlation,0.2474595987563023
7,condition_shuffle,position_correlation,-0.09040582931966476
7,condition_shuffle,position_cosine,-0.08780256961846945
7,condition_shuffle,normalized_position_rmse,1.4888428340404978
7,condition_shuffle,velocity_direction_cosine,0.05382095434129092
7,condition_shuffle,speed_profile_correlation,-0.2914717704999182
7,condition_shuffle,path_length_similarity,0.8761185717613039
7,condition_shuffle,acceleration_direction_cosine,0.003258872504738832
7,condition_shuffle,zero_lag_correlation,-0.07184279191561221
7,condition_shuffle,best_lag_correlation,-0.07161883988447212
7,circular_shift,position_correlation,0.037299664248479254
7,circular_shift,position_cosine,0.12136611775120658
7,circular_shift,normalized_position_rmse,1.394697328297737
7,circular_shift,velocity_direction_cosine,0.01005595843330525
7,circular_shift,speed_profile_correlation,0.09253709702246751
7,circular_shift,path_length_similarity,0.9911482144581832
7,circular_shift,acceleration_direction_cosine,0.05465723547166229
7,circular_shift,zero_lag_correlation,0.05376349142903622
7,circular_shift,best_lag_correlation,0.09868577600524475
7,time_reversal,position_correlation,0.1934698030121917
7,time_reversal,position_cosine,0.21844052697711258
7,time_reversal,normalized_position_rmse,1.2791703809840935
7,time_reversal,velocity_direction_cosine,0.08144596163661488
7,time_reversal,speed_profile_correlation,0.13220017494852052
7,time_reversal,path_length_similarity,0.9825872467704612
7,time_reversal,acceleration_direction_cosine,0.08243234974038023
7,time_reversal,zero_lag_correlation,0.20723008198494405
7,time_reversal,best_lag_correlation,0.21228034720197977
7,independent_neuron_shift,position_correlation,0.4404934266188346
7,independent_neuron_shift,position_cosine,0.4635600909817358
7,independent_neuron_shift,normalized_position_rmse,0.9154558641869823
7,independent_neuron_shift,velocity_direction_cosine,0.07976339576813901
7,independent_neuron_shift,speed_profile_correlation,0.1875980500553586
7,independent_neuron_shift,path_length_similarity,0.5224912400346703
7,independent_neuron_shift,acceleration_direction_cosine,0.044677481251322704
7,independent_neuron_shift,zero_lag_correlation,0.45752488952331416
7,independent_neuron_shift,best_lag_correlation,0.46267430756154687
7,block_shuffle_16,position_correlation,0.18096434507283143
7,block_shuffle_16,position_cosine,0.22013736406440998
7,block_shuffle_16,normalized_position_rmse,1.25200609380199
7,block_shuffle_16,velocity_direction_cosine,0.08056907423341317
7,block_shuffle_16,speed_profile_correlation,0.20039164934323164
7,block_shuffle_16,path_length_similarity,0.8259621245308653
7,block_shuffle_16,acceleration_direction_cosine,0.11778333576842032
7,block_shuffle_16,zero_lag_correlation,0.19594124357893258
7,block_shuffle_16,best_lag_correlation,0.21261935060742615
8,condition_shuffle,position_correlation,-0.028121091686517143
8,condition_shuffle,position_cosine,-0.016186454017966322
8,condition_shuffle,normalized_position_rmse,1.3839696109641444
8,condition_shuffle,velocity_direction_cosine,0.012595068129025968
8,condition_shuffle,speed_profile_correlation,0.09946825352145093
8,condition_shuffle,path_length_similarity,0.9514717985149427
8,condition_shuffle,acceleration_direction_cosine,0.043911517134385424
8,condition_shuffle,zero_lag_correlation,-0.008284728837664835
8,condition_shuffle,best_lag_correlation,0.009463566000858533
8,circular_shift,position_correlation,0.12765910932603097
8,circular_shift,position_cosine,0.20196865881574055
8,circular_shift,normalized_position_rmse,1.27364347321054
8,circular_shift,velocity_direction_cosine,0.04233885606171228
8,circular_shift,speed_profile_correlation,0.11587373916054985
8,circular_shift,path_length_similarity,0.9703758896607383
8,circular_shift,acceleration_direction_cosine,0.04554035762760029
8,circular_shift,zero_lag_correlation,0.14461805178927367
8,circular_shift,best_lag_correlation,0.16505433575947445
8,time_reversal,position_correlation,0.20044981107847976
8,time_reversal,position_cosine,0.21412845949441128
8,time_reversal,normalized_position_rmse,1.2208381199499725
8,time_reversal,velocity_direction_cosine,0.06085186070550892
8,time_reversal,speed_profile_correlation,0.14365810943546628
8,time_reversal,path_length_similarity,0.9828343842859155
8,time_reversal,acceleration_direction_cosine,0.07956367615879532
8,time_reversal,zero_lag_correlation,0.2159380526625826
8,time_reversal,best_lag_correlation,0.2184044127055264
8,independent_neuron_shift,position_correlation,0.4034903784517994
8,independent_neuron_shift,position_cosine,0.4040384127821766
8,independent_neuron_shift,normalized_position_rmse,0.9297972469370538
8,independent_neuron_shift,velocity_direction_cosine,-0.00556866458263873
8,independent_neuron_shift,speed_profile_correlation,0.20388095384518556
8,independent_neuron_shift,path_length_similarity,0.5211331672247738
8,independent_neuron_shift,acceleration_direction_cosine,-0.04277094104034491
8,independent_neuron_shift,zero_lag_correlation,0.4214293356759994
8,independent_neuron_shift,best_lag_correlation,0.4494049376374534
8,block_shuffle_16,position_correlation,0.33571745470758374
8,block_shuffle_16,position_cosine,0.36124805885628847
8,block_shuffle_16,normalized_position_rmse,1.0911182894495484
8,block_shuffle_16,velocity_direction_cosine,0.10899220471235453
8,block_shuffle_16,speed_profile_correlation,0.2812214561634034
8,block_shuffle_16,path_length_similarity,0.8714818160808281
8,block_shuffle_16,acceleration_direction_cosine,0.1157053391621998
8,block_shuffle_16,zero_lag_correlation,0.3493891316332587
8,block_shuffle_16,best_lag_correlation,0.3503160659324577
9,condition_shuffle,position_correlation,-0.08945172077601214
9,condition_shuffle,position_cosine,-0.05337697651609604
9,condition_shuffle,normalized_position_rmse,1.4934369304595114
9,condition_shuffle,velocity_direction_cosine,-0.017548735985545683
9,condition_shuffle,speed_profile_correlation,-0.08418290678211625
9,condition_shuffle,path_length_similarity,0.8570648222236316
9,condition_shuffle,acceleration_direction_cosine,-0.015365195318087322
9,condition_shuffle,zero_lag_correlation,-0.07340428204324614
9,condition_shuffle,best_lag_correlation,-0.023105310767913147
9,circular_shift,position_correlation,0.07680578305443359
9,circular_shift,position_cosine,0.13294992341538517
9,circular_shift,normalized_position_rmse,1.3727215918821185
9,circular_shift,velocity_direction_cosine,-0.0323731449835299
9,circular_shift,speed_profile_correlation,0.09778081317634073
9,circular_shift,path_length_similarity,0.9493567445823511
9,circular_shift,acceleration_direction_cosine,-0.03828178959615514
9,circular_shift,zero_lag_correlation,0.09046247206491456
9,circular_shift,best_lag_correlation,0.13665670966566518
9,time_reversal,position_correlation,0.1843776724276796
9,time_reversal,position_cosine,0.20995711042834872
9,time_reversal,normalized_position_rmse,1.2917714248749932
9,time_reversal,velocity_direction_cosine,0.07515185770452922
9,time_reversal,speed_profile_correlation,0.11883370125235311
9,time_reversal,path_length_similarity,0.9691870742042984
9,time_reversal,acceleration_direction_cosine,0.07553742781359815
9,time_reversal,zero_lag_correlation,0.19641143520666596
9,time_reversal,best_lag_correlation,0.20863717008631757
9,independent_neuron_shift,position_correlation,0.3575509155638093
9,independent_neuron_shift,position_cosine,0.3845599649319634
9,independent_neuron_shift,normalized_position_rmse,0.966797475981488
9,independent_neuron_shift,velocity_direction_cosine,-0.03474366007462389
9,independent_neuron_shift,speed_profile_correlation,0.2236895961222582
9,independent_neuron_shift,path_length_similarity,0.5594954708181564
9,independent_neuron_shift,acceleration_direction_cosine,-0.07972617949992558
9,independent_neuron_shift,zero_lag_correlation,0.37262236475803046
9,independent_neuron_shift,best_lag_correlation,0.4122784403081609
9,block_shuffle_16,position_correlation,0.1619715613023479
9,block_shuffle_16,position_cosine,0.20814026855814696
9,block_shuffle_16,normalized_position_rmse,1.2796482074305853
9,block_shuffle_16,velocity_direction_cosine,-0.023194681266302038
9,block_shuffle_16,speed_profile_correlation,0.18455837952455265
9,block_shuffle_16,path_length_similarity,0.8361344223738022
9,block_shuffle_16,acceleration_direction_cosine,0.027409280255417202
9,block_shuffle_16,zero_lag_correlation,0.1747491771205829
9,block_shuffle_16,best_lag_correlation,0.19241232080007437
10,condition_shuffle,position_correlation,-0.09852563635856487
10,condition_shuffle,position_cosine,-0.07662294793511687
10,condition_shuffle,normalized_position_rmse,1.4339460651164166
10,condition_shuffle,velocity_direction_cosine,-0.025517022819857023
10,condition_shuffle,speed_profile_correlation,-0.14291563267420812
10,condition_shuffle,path_length_similarity,0.834609766779712
10,condition_shuffle,acceleration_direction_cosine,-0.012050573491559784
10,condition_shuffle,zero_lag_correlation,-0.08167779377727083
10,condition_shuffle,best_lag_correlation,-0.03610642222577822
10,circular_shift,position_correlation,0.09334030741440463
10,circular_shift,position_cosine,0.15569203744403415
10,circular_shift,normalized_position_rmse,1.3013957553026412
10,circular_shift,velocity_direction_cosine,-0.03127539747438051
10,circular_shift,speed_profile_correlation,0.253051255074605
10,circular_shift,path_length_similarity,0.9560490034093216
10,circular_shift,acceleration_direction_cosine,-0.042504976645340524
10,circular_shift,zero_lag_correlation,0.10738149106718095
10,circular_shift,best_lag_correlation,0.17349126117401747
10,time_reversal,position_correlation,0.18544854111780087
10,time_reversal,position_cosine,0.19338656976671306
10,time_reversal,normalized_position_rmse,1.2344631486517204
10,time_reversal,velocity_direction_cosine,0.0753245369514628
10,time_reversal,speed_profile_correlation,0.11250806410545745
10,time_reversal,path_length_similarity,0.97494087083195
10,time_reversal,acceleration_direction_cosine,0.07389330151038039
10,time_reversal,zero_lag_correlation,0.1980527441072462
10,time_reversal,best_lag_correlation,0.2091311147498334
10,independent_neuron_shift,position_correlation,0.3667240524386668
10,independent_neuron_shift,position_cosine,0.3996124320792214
10,independent_neuron_shift,normalized_position_rmse,0.9474092794444237
10,independent_neuron_shift,velocity_direction_cosine,-0.011676614038253342
10,independent_neuron_shift,speed_profile_correlation,0.23154374480680034
10,independent_neuron_shift,path_length_similarity,0.5188095432589138
10,independent_neuron_shift,acceleration_direction_cosine,0.02071351925622252
10,independent_neuron_shift,zero_lag_correlation,0.38295583327398053
10,independent_neuron_shift,best_lag_correlation,0.4376811673029848
10,block_shuffle_16,position_correlation,0.23058082844948175
10,block_shuffle_16,position_cosine,0.2807990379151119
10,block_shuffle_16,normalized_position_rmse,1.1553322344090997
10,block_shuffle_16,velocity_direction_cosine,0.04471662843807464
10,block_shuffle_16,speed_profile_correlation,0.22567668558105522
10,block_shuffle_16,path_length_similarity,0.8051565270175426
10,block_shuffle_16,acceleration_direction_cosine,0.08550002295191596
10,block_shuffle_16,zero_lag_correlation,0.2434816986892489
10,block_shuffle_16,best_lag_correlation,0.2812790093942853
11,condition_shuffle,position_correlation,-0.06951023928517033
11,condition_shuffle,position_cosine,-0.05419643831983715
11,condition_shuffle,normalized_position_rmse,1.3925048005288907
