axis,axis_value,metric,direction,null,observed_mean,observed_ci_low,observed_ci_high,null_mean,null_ci_low,null_ci_high,paired_superiority,split_null_failures,split_null_failure_rate,standardized_separation,n_splits
latent_dim,12,acceleration_direction_cosine,higher,block_shuffle_16,0.5826536173134342,0.5531292932400778,0.6089904913724931,-0.003821565211108899,-0.0827094575761556,0.0833294801227585,1.0,0,0.0,18.370827848927906,100
latent_dim,12,acceleration_direction_cosine,higher,circular_shift,0.5826536173134342,0.5531292932400778,0.6089904913724931,0.0003276723857449001,-0.05841617093477504,0.058577478898616746,1.0,0,0.0,23.259696625290623,100
latent_dim,12,acceleration_direction_cosine,higher,condition_shuffle,0.5826536173134342,0.5531292932400778,0.6089904913724931,0.012709491005014298,-0.03208451704472381,0.05650982815442883,1.0,0,0.0,29.797663424201744,100
latent_dim,12,acceleration_direction_cosine,higher,independent_neuron_shift,0.5826536173134342,0.5531292932400778,0.6089904913724931,-0.002283852037975513,-0.05622837056155587,0.056563565475486986,1.0,0,0.0,26.306103636598476,100
latent_dim,12,acceleration_direction_cosine,higher,time_reversal,0.5826536173134342,0.5531292932400778,0.6089904913724931,0.06339937039890485,0.043677084927751575,0.08650073485358525,1.0,0,0.0,42.77612653130985,100
latent_dim,12,best_lag_correlation,higher,block_shuffle_16,0.8560078974531652,0.8220386974777404,0.8838103406309881,0.33038896138550955,0.24345493067009527,0.42855115409021954,1.0,0,0.0,13.222846607949556,100
latent_dim,12,best_lag_correlation,higher,circular_shift,0.8560078974531652,0.8220386974777404,0.8838103406309881,0.23369403868877509,0.14902080489494562,0.32207243107112754,1.0,0,0.0,19.505572061874638,100
latent_dim,12,best_lag_correlation,higher,condition_shuffle,0.8560078974531652,0.8220386974777404,0.8838103406309881,0.026848678425632606,-0.04904188147729886,0.10685602813058147,1.0,0,0.0,27.248513153683902,100
latent_dim,12,best_lag_correlation,higher,independent_neuron_shift,0.8560078974531652,0.8220386974777404,0.8838103406309881,0.4316302505254837,0.3961867162970174,0.47661763100553334,1.0,0,0.0,23.422301853000373,100
latent_dim,12,best_lag_correlation,higher,time_reversal,0.8560078974531652,0.8220386974777404,0.8838103406309881,0.27325989628656144,0.26261383415523804,0.2844860743339032,1.0,0,0.0,53.21535466638195,100
latent_dim,12,normalized_position_rmse,lower,block_shuffle_16,0.559178819610635,0.5077001513142737,0.6178293383225931,1.1927930518609577,1.0894342954963017,1.2911998718018936,1.0,0,0.0,14.618592650978794,100
latent_dim,12,normalized_position_rmse,lower,circular_shift,0.559178819610635,0.5077001513142737,0.6178293383225931,1.3072104067972332,1.2054758356141473,1.3849685318397154,1.0,0,0.0,17.242566863299473,100
