axis,axis_value,metric,direction,null,observed_mean,observed_ci_low,observed_ci_high,null_mean,null_ci_low,null_ci_high,paired_superiority,split_null_failures,split_null_failure_rate,standardized_separation,n_splits
train_fraction,0.5,acceleration_direction_cosine,higher,block_shuffle_16,0.5498897348283981,0.5207095739736803,0.5819193671159165,0.004288328879265336,-0.0767464110453693,0.10432620674783699,1.0,0,0.0,14.031420925918704,100
train_fraction,0.5,acceleration_direction_cosine,higher,circular_shift,0.5498897348283981,0.5207095739736803,0.5819193671159165,-0.001583469257567309,-0.08439402352799934,0.08824543233369102,1.0,0,0.0,17.387638952687563,100
train_fraction,0.5,acceleration_direction_cosine,higher,condition_shuffle,0.5498897348283981,0.5207095739736803,0.5819193671159165,-0.015319555002856504,-0.08849705028742437,0.06839529742948976,1.0,0,0.0,18.020951057416507,100
train_fraction,0.5,acceleration_direction_cosine,higher,independent_neuron_shift,0.5498897348283981,0.5207095739736803,0.5819193671159165,-0.00746143328727861,-0.09259829527727073,0.07421280585141357,1.0,0,0.0,16.450700544714845,100
train_fraction,0.5,acceleration_direction_cosine,higher,time_reversal,0.5498897348283981,0.5207095739736803,0.5819193671159165,0.10875817145118942,0.07695976195340244,0.14136036665594912,1.0,0,0.0,24.947674194949634,100
train_fraction,0.5,best_lag_correlation,higher,block_shuffle_16,0.8612976471604108,0.8223167275576312,0.8889577547363028,0.3450613213775219,0.23828033493943399,0.4583128783730901,1.0,0,0.0,11.965682693781446,100
train_fraction,0.5,best_lag_correlation,higher,circular_shift,0.8612976471604108,0.8223167275576312,0.8889577547363028,0.253898713942995,0.17097880084583714,0.33743764516561575,1.0,0,0.0,17.62402952758559,100
train_fraction,0.5,best_lag_correlation,higher,condition_shuffle,0.8612976471604108,0.8223167275576312,0.8889577547363028,0.00842274011117833,-0.07233509541867986,0.11855185677563011,1.0,0,0.0,22.399027458983834,100
train_fraction,0.5,best_lag_correlation,higher,independent_neuron_shift,0.8612976471604108,0.8223167275576312,0.8889577547363028,0.462068943597351,0.41154190326411566,0.5293734904011531,1.0,0,0.0,16.313762246785153,100
train_fraction,0.5,best_lag_correlation,higher,time_reversal,0.8612976471604108,0.8223167275576312,0.8889577547363028,0.3284243858889851,0.3079402648322966,0.34425895920130006,1.0,0,0.0,39.681253673548426,100
train_fraction,0.5,normalized_position_rmse,lower,block_shuffle_16,0.5506339847491569,0.48085294095843806,0.6298839696562742,1.188871655822072,1.0735705222883702,1.3067177743572407,1.0,0,0.0,11.313827319307174,100
