axis,axis_value,metric,direction,null,observed_mean,observed_ci_low,observed_ci_high,null_mean,null_ci_low,null_ci_high,paired_superiority,paired_p_value,standardized_separation,n_splits
observation_step,4,acceleration_direction_cosine,higher,block_shuffle_16,0.6166419418892627,0.5772162714392113,0.6594215860183751,-0.0005298152470480796,-0.09778678316178516,0.12371634793332109,1.0,0.009900990099009901,13.941408351123965,100
observation_step,4,acceleration_direction_cosine,higher,circular_shift,0.6166419418892627,0.5772162714392113,0.6594215860183751,0.000845876738231415,-0.10139948961059218,0.10407890532698502,1.0,0.009900990099009901,16.013260027867894,100
observation_step,4,acceleration_direction_cosine,higher,condition_shuffle,0.6166419418892627,0.5772162714392113,0.6594215860183751,0.010808130223628165,-0.05614188974593864,0.08506557531996024,1.0,0.009900990099009901,19.94661794559887,100
observation_step,4,acceleration_direction_cosine,higher,independent_neuron_shift,0.6166419418892627,0.5772162714392113,0.6594215860183751,-0.006868025826940316,-0.07613912638859856,0.07194366885046022,1.0,0.009900990099009901,17.756711814906602,100
observation_step,4,acceleration_direction_cosine,higher,time_reversal,0.6166419418892627,0.5772162714392113,0.6594215860183751,0.07695881699921552,0.04831477635109814,0.1030125566322756,1.0,0.009900990099009901,29.008734874146167,100
observation_step,4,best_lag_correlation,higher,block_shuffle_16,0.8561003959785835,0.8215414803213813,0.8850897940193106,0.30432224855112117,0.1889847641783127,0.4220280981485261,1.0,0.009900990099009901,11.804806095064725,100
observation_step,4,best_lag_correlation,higher,circular_shift,0.8561003959785835,0.8215414803213813,0.8850897940193106,0.20174957369731036,0.10587473315781534,0.3150758162871915,1.0,0.009900990099009901,14.992669812966817,100
observation_step,4,best_lag_correlation,higher,condition_shuffle,0.8561003959785835,0.8215414803213813,0.8850897940193106,-0.013485847512220041,-0.11414146705264092,0.09617882672095691,1.0,0.009900990099009901,19.7645192312056,100
observation_step,4,best_lag_correlation,higher,independent_neuron_shift,0.8561003959785835,0.8215414803213813,0.8850897940193106,0.41938820287941103,0.3633679825429891,0.48364130819635187,1.0,0.009900990099009901,17.68775267763227,100
observation_step,4,best_lag_correlation,higher,time_reversal,0.8561003959785835,0.8215414803213813,0.8850897940193106,0.21716293202767192,0.20122177659516516,0.23093322757793444,1.0,0.009900990099009901,50.138611028769,100
observation_step,4,normalized_position_rmse,lower,block_shuffle_16,0.5516138321875079,0.4861952833685465,0.6150681644599952,1.201728565322834,1.0882312022742147,1.3129875769635493,1.0,0.009900990099009901,12.738682906765787,100
observation_step,4,normalized_position_rmse,lower,circular_shift,0.5516138321875079,0.4861952833685465,0.6150681644599952,1.321008744815659,1.203851688433495,1.4248250050508855,1.0,0.009900990099009901,15.171183088640603,100
observation_step,4,normalized_position_rmse,lower,condition_shuffle,0.5516138321875079,0.4861952833685465,0.6150681644599952,1.4563421443604552,1.3335438301591742,1.568823630857602,1.0,0.009900990099009901,17.143550891394334,100
observation_step,4,normalized_position_rmse,lower,independent_neuron_shift,0.5516138321875079,0.4861952833685465,0.6150681644599952,0.9621502825782526,0.9128771402204341,1.0147236194200913,1.0,0.009900990099009901,12.41008532683364,100
observation_step,4,normalized_position_rmse,lower,time_reversal,0.5516138321875079,0.4861952833685465,0.6150681644599952,1.2767556760596697,1.2012937732884812,1.3621248149366953,1.0,0.009900990099009901,17.477456129594948,100
observation_step,4,path_length_similarity,higher,block_shuffle_16,0.9414040871151907,0.8518728116892238,0.9922616461974302,0.8355419982206027,0.7237246678392978,0.9728658187426498,0.91,0.09900990099009901,1.9780010058946393,100
observation_step,4,path_length_similarity,higher,circular_shift,0.9414040871151907,0.8518728116892238,0.9922616461974302,0.9353599782780977,0.8394626946535962,0.9978421659210203,0.65,0.3564356435643564,0.14265410461706474,100
