metric,direction,null,observed_mean,observed_ci_low,observed_ci_high,null_mean,null_ci_low,null_ci_high,paired_superiority,paired_p_value,standardized_separation,n_splits
position_cosine,higher,circular_shift,0.8432196052650172,0.8100612555492979,0.8741449894112298,0.18895313250967308,0.07345129429776856,0.32848053051269793,1.0,0.004975124378109453,13.537683614019935,200
position_cosine,higher,condition_shuffle,0.8432196052650172,0.8100612555492979,0.8741449894112298,-0.042517875142979326,-0.1664078261038731,0.09709688931601114,1.0,0.004975124378109453,17.63077115478455,200
position_cosine,higher,frame_shuffle,0.8432196052650172,0.8100612555492979,0.8741449894112298,0.34216076664656464,0.2690872921354006,0.41345802730540454,1.0,0.004975124378109453,16.89302531726013,200
position_cosine,higher,independent_neuron_shift,0.8432196052650172,0.8100612555492979,0.8741449894112298,0.3939746809472768,0.3267833522213208,0.45907279489271774,1.0,0.004975124378109453,17.002843758344042,200
position_cosine,higher,time_reversal,0.8432196052650172,0.8100612555492979,0.8741449894112298,0.20968643385110033,0.1868109447725619,0.22732622128476415,1.0,0.004975124378109453,42.553617697545505,200
speed_profile_correlation,higher,block_shuffle_16,0.743404371360889,0.6791444584934965,0.7950622117535684,0.19315266016614202,0.07985476441943372,0.3360397076180288,1.0,0.004975124378109453,10.35091502356371,200
speed_profile_correlation,higher,block_shuffle_32,0.743404371360889,0.6791444584934965,0.7950622117535684,0.20055305886217734,0.06854955453174594,0.3896376944663117,1.0,0.004975124378109453,9.31807864580665,200
speed_profile_correlation,higher,block_shuffle_4,0.743404371360889,0.6791444584934965,0.7950622117535684,0.20173582355132766,0.08944243133213334,0.3147998437536017,1.0,0.004975124378109453,11.019597344716523,200
speed_profile_correlation,higher,block_shuffle_8,0.743404371360889,0.6791444584934965,0.7950622117535684,0.20774260785030435,0.08632107468508997,0.3135942084892096,1.0,0.004975124378109453,11.061240783375384,200
speed_profile_correlation,higher,circular_shift,0.743404371360889,0.6791444584934965,0.7950622117535684,0.13748752070910053,-0.0016583843368821764,0.2834732566845113,1.0,0.004975124378109453,10.685551182424884,200
speed_profile_correlation,higher,condition_shuffle,0.743404371360889,0.6791444584934965,0.7950622117535684,-0.06294281956384101,-0.24162499564964848,0.13601909725371766,1.0,0.004975124378109453,11.110946683010773,200
speed_profile_correlation,higher,frame_shuffle,0.743404371360889,0.6791444584934965,0.7950622117535684,0.19819580972586706,0.09119265622506337,0.30837448019004404,1.0,0.004975124378109453,11.20185077214478,200
speed_profile_correlation,higher,independent_neuron_shift,0.743404371360889,0.6791444584934965,0.7950622117535684,0.2085561263743973,0.0971910812439784,0.3132067815012058,1.0,0.004975124378109453,11.314036329421041,200
speed_profile_correlation,higher,time_reversal,0.743404371360889,0.6791444584934965,0.7950622117535684,0.11794216086930503,0.08364950980333777,0.14991733549853797,1.0,0.004975124378109453,24.504737050632166,200
velocity_direction_cosine,higher,block_shuffle_16,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.004186510560508183,-0.08830331236393141,0.10642675676362527,1.0,0.004975124378109453,17.319203621031246,200
velocity_direction_cosine,higher,block_shuffle_32,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.09390543166992352,-0.006623556712464253,0.24267680269425637,1.0,0.004975124378109453,11.712321924994173,200
velocity_direction_cosine,higher,block_shuffle_4,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.0005938712499355603,-0.08730957254756405,0.08243442780836459,1.0,0.004975124378109453,19.1914236136999,200
velocity_direction_cosine,higher,block_shuffle_8,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.0034870617050091635,-0.07598790411840652,0.09107247489373153,1.0,0.004975124378109453,19.25806695572393,200
velocity_direction_cosine,higher,circular_shift,0.6627189185917025,0.6250204334899521,0.6948931858211927,-0.008748488777829242,-0.09728915915082456,0.07863069458849117,1.0,0.004975124378109453,18.61387495567169,200
velocity_direction_cosine,higher,condition_shuffle,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.023985989599846436,-0.03370923023219055,0.08155692181711409,1.0,0.004975124378109453,25.00850417739718,200
velocity_direction_cosine,higher,frame_shuffle,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.003280325114902348,-0.06762700852106267,0.08078657755126027,1.0,0.004975124378109453,20.385990557133354,200
velocity_direction_cosine,higher,independent_neuron_shift,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.0038251856819105077,-0.07925182097997138,0.0756717588368935,1.0,0.004975124378109453,20.39278709799176,200
velocity_direction_cosine,higher,time_reversal,0.6627189185917025,0.6250204334899521,0.6948931858211927,0.06846789440795686,0.045039084533258576,0.09194112613406717,1.0,0.004975124378109453,37.63820432817965,200
zero_lag_correlation,higher,block_shuffle_16,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.2573866294368756,0.1302839157048153,0.3859969596871886,1.0,0.004975124378109453,11.835418379920458,200
zero_lag_correlation,higher,block_shuffle_32,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.2790896967354344,0.1226967313636762,0.46930234184251685,1.0,0.004975124378109453,8.960291434504269,200
zero_lag_correlation,higher,block_shuffle_4,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.3244441969955417,0.24432802464334896,0.40716410223297744,1.0,0.004975124378109453,16.274464937813477,200
zero_lag_correlation,higher,block_shuffle_8,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.28426695416164927,0.18834264426641711,0.38750334159271077,1.0,0.004975124378109453,14.634616873263955,200
zero_lag_correlation,higher,circular_shift,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.15362030378179017,0.04274530050589007,0.2971053316131647,1.0,0.004975124378109453,14.597208542410192,200
zero_lag_correlation,higher,condition_shuffle,0.8593982307455426,0.8216285634757761,0.8904648400852516,-0.035424035162077726,-0.1328244710217983,0.08951750102635735,1.0,0.004975124378109453,20.583387525815816,200
zero_lag_correlation,higher,frame_shuffle,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.3233160836488226,0.24042696576159087,0.40431400653816746,1.0,0.004975124378109453,16.514657307462567,200
zero_lag_correlation,higher,independent_neuron_shift,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.3899224876524396,0.3209499160338389,0.45454777315327777,1.0,0.004975124378109453,16.93514998209365,200
zero_lag_correlation,higher,time_reversal,0.8593982307455426,0.8216285634757761,0.8904648400852516,0.20909183714194757,0.19229602997237802,0.22231810552987838,1.0,0.004975124378109453,46.64900337732485,200
