retention,severity,response_r,cka,rsa,position_correlation,position_cosine,normalized_position_rmse,velocity_direction_cosine,speed_profile_correlation,path_length_similarity,acceleration_direction_cosine,zero_lag_correlation,best_lag_correlation
1.0,0.0,0.18123209152831493,0.4952456097399788,0.5203738270835601,0.7262191321439369,0.723019031884043,0.7048301453672482,0.49846191881377594,0.537538482646,0.703503463771229,0.45248820559130964,0.7341794010281018,0.7369334706302068
0.75,0.25,0.17166547176776958,0.4331171860127979,0.35880330383122283,0.5528334336919052,0.5174074273086554,0.8526888941842968,0.45272387372919615,0.5125942154914277,0.49255559811837074,0.4107675992396832,0.554849000608775,0.5576300194067211
0.5,0.5,0.14375914946730184,0.2735297423201018,0.1975294017057098,0.18690661588711358,0.11188393776831079,1.015632084248344,0.3048448672000885,0.3396775147691957,0.2984310950284846,0.28618005388181805,0.2597853861209056,0.2617618825237593
0.25,0.75,0.10407363759013327,0.1651693720544377,0.1129235282247892,-0.12946298513254392,-0.19811103644686523,1.0836478592155983,0.06591991696153965,0.032339585108971114,0.18098412762404326,0.09145993981573072,0.05865694542997431,0.06222975096859957
0.0,1.0,-0.005164414290086358,0.16753359122426215,0.1293591121972226,-0.1949005727200326,-0.22277124310550236,1.0738147799310545,-0.06745614026772627,-0.03425405311095756,0.15663795977385928,-0.029122670933706934,0.026110395395951263,0.05243846267351389
