model,null,permutation,metric,value
static,time_reversal,164,best_lag_correlation,0.12419101376152167
static,time_reversal,165,position_correlation,0.02050806744321554
static,time_reversal,165,position_cosine,-0.021136967053817936
static,time_reversal,165,normalized_position_rmse,1.1865353764806532
static,time_reversal,165,velocity_direction_cosine,0.08337535633817125
static,time_reversal,165,speed_profile_correlation,0.0432900906960858
static,time_reversal,165,path_length_similarity,0.5683529921660456
static,time_reversal,165,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,165,zero_lag_correlation,0.11729686151833535
static,time_reversal,165,best_lag_correlation,0.12419101376152167
static,time_reversal,166,position_correlation,0.02050806744321554
static,time_reversal,166,position_cosine,-0.021136967053817936
static,time_reversal,166,normalized_position_rmse,1.1865353764806532
static,time_reversal,166,velocity_direction_cosine,0.08337535633817125
static,time_reversal,166,speed_profile_correlation,0.0432900906960858
static,time_reversal,166,path_length_similarity,0.5683529921660456
static,time_reversal,166,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,166,zero_lag_correlation,0.11729686151833535
static,time_reversal,166,best_lag_correlation,0.12419101376152167
static,time_reversal,167,position_correlation,0.02050806744321554
static,time_reversal,167,position_cosine,-0.021136967053817936
static,time_reversal,167,normalized_position_rmse,1.1865353764806532
static,time_reversal,167,velocity_direction_cosine,0.08337535633817125
static,time_reversal,167,speed_profile_correlation,0.0432900906960858
static,time_reversal,167,path_length_similarity,0.5683529921660456
static,time_reversal,167,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,167,zero_lag_correlation,0.11729686151833535
static,time_reversal,167,best_lag_correlation,0.12419101376152167
static,time_reversal,168,position_correlation,0.02050806744321554
static,time_reversal,168,position_cosine,-0.021136967053817936
static,time_reversal,168,normalized_position_rmse,1.1865353764806532
static,time_reversal,168,velocity_direction_cosine,0.08337535633817125
static,time_reversal,168,speed_profile_correlation,0.0432900906960858
static,time_reversal,168,path_length_similarity,0.5683529921660456
static,time_reversal,168,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,168,zero_lag_correlation,0.11729686151833535
static,time_reversal,168,best_lag_correlation,0.12419101376152167
static,time_reversal,169,position_correlation,0.02050806744321554
static,time_reversal,169,position_cosine,-0.021136967053817936
static,time_reversal,169,normalized_position_rmse,1.1865353764806532
static,time_reversal,169,velocity_direction_cosine,0.08337535633817125
static,time_reversal,169,speed_profile_correlation,0.0432900906960858
static,time_reversal,169,path_length_similarity,0.5683529921660456
static,time_reversal,169,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,169,zero_lag_correlation,0.11729686151833535
static,time_reversal,169,best_lag_correlation,0.12419101376152167
static,time_reversal,170,position_correlation,0.02050806744321554
static,time_reversal,170,position_cosine,-0.021136967053817936
static,time_reversal,170,normalized_position_rmse,1.1865353764806532
static,time_reversal,170,velocity_direction_cosine,0.08337535633817125
static,time_reversal,170,speed_profile_correlation,0.0432900906960858
static,time_reversal,170,path_length_similarity,0.5683529921660456
static,time_reversal,170,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,170,zero_lag_correlation,0.11729686151833535
static,time_reversal,170,best_lag_correlation,0.12419101376152167
static,time_reversal,171,position_correlation,0.02050806744321554
static,time_reversal,171,position_cosine,-0.021136967053817936
static,time_reversal,171,normalized_position_rmse,1.1865353764806532
static,time_reversal,171,velocity_direction_cosine,0.08337535633817125
static,time_reversal,171,speed_profile_correlation,0.0432900906960858
static,time_reversal,171,path_length_similarity,0.5683529921660456
static,time_reversal,171,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,171,zero_lag_correlation,0.11729686151833535
static,time_reversal,171,best_lag_correlation,0.12419101376152167
static,time_reversal,172,position_correlation,0.02050806744321554
static,time_reversal,172,position_cosine,-0.021136967053817936
static,time_reversal,172,normalized_position_rmse,1.1865353764806532
static,time_reversal,172,velocity_direction_cosine,0.08337535633817125
static,time_reversal,172,speed_profile_correlation,0.0432900906960858
static,time_reversal,172,path_length_similarity,0.5683529921660456
static,time_reversal,172,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,172,zero_lag_correlation,0.11729686151833535
static,time_reversal,172,best_lag_correlation,0.12419101376152167
static,time_reversal,173,position_correlation,0.02050806744321554
static,time_reversal,173,position_cosine,-0.021136967053817936
static,time_reversal,173,normalized_position_rmse,1.1865353764806532
static,time_reversal,173,velocity_direction_cosine,0.08337535633817125
static,time_reversal,173,speed_profile_correlation,0.0432900906960858
static,time_reversal,173,path_length_similarity,0.5683529921660456
static,time_reversal,173,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,173,zero_lag_correlation,0.11729686151833535
static,time_reversal,173,best_lag_correlation,0.12419101376152167
static,time_reversal,174,position_correlation,0.02050806744321554
static,time_reversal,174,position_cosine,-0.021136967053817936
static,time_reversal,174,normalized_position_rmse,1.1865353764806532
static,time_reversal,174,velocity_direction_cosine,0.08337535633817125
static,time_reversal,174,speed_profile_correlation,0.0432900906960858
static,time_reversal,174,path_length_similarity,0.5683529921660456
static,time_reversal,174,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,174,zero_lag_correlation,0.11729686151833535
static,time_reversal,174,best_lag_correlation,0.12419101376152167
static,time_reversal,175,position_correlation,0.02050806744321554
static,time_reversal,175,position_cosine,-0.021136967053817936
static,time_reversal,175,normalized_position_rmse,1.1865353764806532
static,time_reversal,175,velocity_direction_cosine,0.08337535633817125
static,time_reversal,175,speed_profile_correlation,0.0432900906960858
static,time_reversal,175,path_length_similarity,0.5683529921660456
static,time_reversal,175,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,175,zero_lag_correlation,0.11729686151833535
static,time_reversal,175,best_lag_correlation,0.12419101376152167
static,time_reversal,176,position_correlation,0.02050806744321554
static,time_reversal,176,position_cosine,-0.021136967053817936
static,time_reversal,176,normalized_position_rmse,1.1865353764806532
static,time_reversal,176,velocity_direction_cosine,0.08337535633817125
static,time_reversal,176,speed_profile_correlation,0.0432900906960858
static,time_reversal,176,path_length_similarity,0.5683529921660456
static,time_reversal,176,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,176,zero_lag_correlation,0.11729686151833535
static,time_reversal,176,best_lag_correlation,0.12419101376152167
static,time_reversal,177,position_correlation,0.02050806744321554
static,time_reversal,177,position_cosine,-0.021136967053817936
static,time_reversal,177,normalized_position_rmse,1.1865353764806532
static,time_reversal,177,velocity_direction_cosine,0.08337535633817125
static,time_reversal,177,speed_profile_correlation,0.0432900906960858
static,time_reversal,177,path_length_similarity,0.5683529921660456
static,time_reversal,177,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,177,zero_lag_correlation,0.11729686151833535
static,time_reversal,177,best_lag_correlation,0.12419101376152167
static,time_reversal,178,position_correlation,0.02050806744321554
static,time_reversal,178,position_cosine,-0.021136967053817936
static,time_reversal,178,normalized_position_rmse,1.1865353764806532
static,time_reversal,178,velocity_direction_cosine,0.08337535633817125
static,time_reversal,178,speed_profile_correlation,0.0432900906960858
static,time_reversal,178,path_length_similarity,0.5683529921660456
static,time_reversal,178,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,178,zero_lag_correlation,0.11729686151833535
static,time_reversal,178,best_lag_correlation,0.12419101376152167
static,time_reversal,179,position_correlation,0.02050806744321554
static,time_reversal,179,position_cosine,-0.021136967053817936
static,time_reversal,179,normalized_position_rmse,1.1865353764806532
static,time_reversal,179,velocity_direction_cosine,0.08337535633817125
static,time_reversal,179,speed_profile_correlation,0.0432900906960858
static,time_reversal,179,path_length_similarity,0.5683529921660456
static,time_reversal,179,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,179,zero_lag_correlation,0.11729686151833535
static,time_reversal,179,best_lag_correlation,0.12419101376152167
static,time_reversal,180,position_correlation,0.02050806744321554
static,time_reversal,180,position_cosine,-0.021136967053817936
static,time_reversal,180,normalized_position_rmse,1.1865353764806532
static,time_reversal,180,velocity_direction_cosine,0.08337535633817125
static,time_reversal,180,speed_profile_correlation,0.0432900906960858
static,time_reversal,180,path_length_similarity,0.5683529921660456
static,time_reversal,180,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,180,zero_lag_correlation,0.11729686151833535
static,time_reversal,180,best_lag_correlation,0.12419101376152167
static,time_reversal,181,position_correlation,0.02050806744321554
static,time_reversal,181,position_cosine,-0.021136967053817936
static,time_reversal,181,normalized_position_rmse,1.1865353764806532
static,time_reversal,181,velocity_direction_cosine,0.08337535633817125
static,time_reversal,181,speed_profile_correlation,0.0432900906960858
static,time_reversal,181,path_length_similarity,0.5683529921660456
static,time_reversal,181,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,181,zero_lag_correlation,0.11729686151833535
static,time_reversal,181,best_lag_correlation,0.12419101376152167
static,time_reversal,182,position_correlation,0.02050806744321554
static,time_reversal,182,position_cosine,-0.021136967053817936
static,time_reversal,182,normalized_position_rmse,1.1865353764806532
static,time_reversal,182,velocity_direction_cosine,0.08337535633817125
static,time_reversal,182,speed_profile_correlation,0.0432900906960858
static,time_reversal,182,path_length_similarity,0.5683529921660456
static,time_reversal,182,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,182,zero_lag_correlation,0.11729686151833535
static,time_reversal,182,best_lag_correlation,0.12419101376152167
static,time_reversal,183,position_correlation,0.02050806744321554
static,time_reversal,183,position_cosine,-0.021136967053817936
static,time_reversal,183,normalized_position_rmse,1.1865353764806532
static,time_reversal,183,velocity_direction_cosine,0.08337535633817125
static,time_reversal,183,speed_profile_correlation,0.0432900906960858
static,time_reversal,183,path_length_similarity,0.5683529921660456
static,time_reversal,183,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,183,zero_lag_correlation,0.11729686151833535
static,time_reversal,183,best_lag_correlation,0.12419101376152167
static,time_reversal,184,position_correlation,0.02050806744321554
static,time_reversal,184,position_cosine,-0.021136967053817936
static,time_reversal,184,normalized_position_rmse,1.1865353764806532
static,time_reversal,184,velocity_direction_cosine,0.08337535633817125
static,time_reversal,184,speed_profile_correlation,0.0432900906960858
static,time_reversal,184,path_length_similarity,0.5683529921660456
static,time_reversal,184,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,184,zero_lag_correlation,0.11729686151833535
static,time_reversal,184,best_lag_correlation,0.12419101376152167
static,time_reversal,185,position_correlation,0.02050806744321554
static,time_reversal,185,position_cosine,-0.021136967053817936
static,time_reversal,185,normalized_position_rmse,1.1865353764806532
static,time_reversal,185,velocity_direction_cosine,0.08337535633817125
static,time_reversal,185,speed_profile_correlation,0.0432900906960858
static,time_reversal,185,path_length_similarity,0.5683529921660456
static,time_reversal,185,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,185,zero_lag_correlation,0.11729686151833535
static,time_reversal,185,best_lag_correlation,0.12419101376152167
static,time_reversal,186,position_correlation,0.02050806744321554
static,time_reversal,186,position_cosine,-0.021136967053817936
static,time_reversal,186,normalized_position_rmse,1.1865353764806532
static,time_reversal,186,velocity_direction_cosine,0.08337535633817125
static,time_reversal,186,speed_profile_correlation,0.0432900906960858
static,time_reversal,186,path_length_similarity,0.5683529921660456
static,time_reversal,186,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,186,zero_lag_correlation,0.11729686151833535
static,time_reversal,186,best_lag_correlation,0.12419101376152167
static,time_reversal,187,position_correlation,0.02050806744321554
static,time_reversal,187,position_cosine,-0.021136967053817936
static,time_reversal,187,normalized_position_rmse,1.1865353764806532
static,time_reversal,187,velocity_direction_cosine,0.08337535633817125
static,time_reversal,187,speed_profile_correlation,0.0432900906960858
static,time_reversal,187,path_length_similarity,0.5683529921660456
static,time_reversal,187,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,187,zero_lag_correlation,0.11729686151833535
static,time_reversal,187,best_lag_correlation,0.12419101376152167
static,time_reversal,188,position_correlation,0.02050806744321554
static,time_reversal,188,position_cosine,-0.021136967053817936
static,time_reversal,188,normalized_position_rmse,1.1865353764806532
static,time_reversal,188,velocity_direction_cosine,0.08337535633817125
static,time_reversal,188,speed_profile_correlation,0.0432900906960858
static,time_reversal,188,path_length_similarity,0.5683529921660456
static,time_reversal,188,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,188,zero_lag_correlation,0.11729686151833535
static,time_reversal,188,best_lag_correlation,0.12419101376152167
static,time_reversal,189,position_correlation,0.02050806744321554
static,time_reversal,189,position_cosine,-0.021136967053817936
static,time_reversal,189,normalized_position_rmse,1.1865353764806532
static,time_reversal,189,velocity_direction_cosine,0.08337535633817125
static,time_reversal,189,speed_profile_correlation,0.0432900906960858
static,time_reversal,189,path_length_similarity,0.5683529921660456
static,time_reversal,189,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,189,zero_lag_correlation,0.11729686151833535
static,time_reversal,189,best_lag_correlation,0.12419101376152167
static,time_reversal,190,position_correlation,0.02050806744321554
static,time_reversal,190,position_cosine,-0.021136967053817936
static,time_reversal,190,normalized_position_rmse,1.1865353764806532
static,time_reversal,190,velocity_direction_cosine,0.08337535633817125
static,time_reversal,190,speed_profile_correlation,0.0432900906960858
static,time_reversal,190,path_length_similarity,0.5683529921660456
static,time_reversal,190,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,190,zero_lag_correlation,0.11729686151833535
static,time_reversal,190,best_lag_correlation,0.12419101376152167
static,time_reversal,191,position_correlation,0.02050806744321554
static,time_reversal,191,position_cosine,-0.021136967053817936
static,time_reversal,191,normalized_position_rmse,1.1865353764806532
static,time_reversal,191,velocity_direction_cosine,0.08337535633817125
static,time_reversal,191,speed_profile_correlation,0.0432900906960858
static,time_reversal,191,path_length_similarity,0.5683529921660456
static,time_reversal,191,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,191,zero_lag_correlation,0.11729686151833535
static,time_reversal,191,best_lag_correlation,0.12419101376152167
static,time_reversal,192,position_correlation,0.02050806744321554
static,time_reversal,192,position_cosine,-0.021136967053817936
static,time_reversal,192,normalized_position_rmse,1.1865353764806532
static,time_reversal,192,velocity_direction_cosine,0.08337535633817125
static,time_reversal,192,speed_profile_correlation,0.0432900906960858
static,time_reversal,192,path_length_similarity,0.5683529921660456
static,time_reversal,192,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,192,zero_lag_correlation,0.11729686151833535
static,time_reversal,192,best_lag_correlation,0.12419101376152167
static,time_reversal,193,position_correlation,0.02050806744321554
static,time_reversal,193,position_cosine,-0.021136967053817936
static,time_reversal,193,normalized_position_rmse,1.1865353764806532
static,time_reversal,193,velocity_direction_cosine,0.08337535633817125
static,time_reversal,193,speed_profile_correlation,0.0432900906960858
static,time_reversal,193,path_length_similarity,0.5683529921660456
static,time_reversal,193,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,193,zero_lag_correlation,0.11729686151833535
static,time_reversal,193,best_lag_correlation,0.12419101376152167
static,time_reversal,194,position_correlation,0.02050806744321554
static,time_reversal,194,position_cosine,-0.021136967053817936
static,time_reversal,194,normalized_position_rmse,1.1865353764806532
static,time_reversal,194,velocity_direction_cosine,0.08337535633817125
static,time_reversal,194,speed_profile_correlation,0.0432900906960858
static,time_reversal,194,path_length_similarity,0.5683529921660456
static,time_reversal,194,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,194,zero_lag_correlation,0.11729686151833535
static,time_reversal,194,best_lag_correlation,0.12419101376152167
static,time_reversal,195,position_correlation,0.02050806744321554
static,time_reversal,195,position_cosine,-0.021136967053817936
static,time_reversal,195,normalized_position_rmse,1.1865353764806532
static,time_reversal,195,velocity_direction_cosine,0.08337535633817125
static,time_reversal,195,speed_profile_correlation,0.0432900906960858
static,time_reversal,195,path_length_similarity,0.5683529921660456
static,time_reversal,195,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,195,zero_lag_correlation,0.11729686151833535
static,time_reversal,195,best_lag_correlation,0.12419101376152167
static,time_reversal,196,position_correlation,0.02050806744321554
static,time_reversal,196,position_cosine,-0.021136967053817936
static,time_reversal,196,normalized_position_rmse,1.1865353764806532
static,time_reversal,196,velocity_direction_cosine,0.08337535633817125
static,time_reversal,196,speed_profile_correlation,0.0432900906960858
static,time_reversal,196,path_length_similarity,0.5683529921660456
static,time_reversal,196,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,196,zero_lag_correlation,0.11729686151833535
static,time_reversal,196,best_lag_correlation,0.12419101376152167
static,time_reversal,197,position_correlation,0.02050806744321554
static,time_reversal,197,position_cosine,-0.021136967053817936
static,time_reversal,197,normalized_position_rmse,1.1865353764806532
static,time_reversal,197,velocity_direction_cosine,0.08337535633817125
static,time_reversal,197,speed_profile_correlation,0.0432900906960858
static,time_reversal,197,path_length_similarity,0.5683529921660456
static,time_reversal,197,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,197,zero_lag_correlation,0.11729686151833535
static,time_reversal,197,best_lag_correlation,0.12419101376152167
static,time_reversal,198,position_correlation,0.02050806744321554
static,time_reversal,198,position_cosine,-0.021136967053817936
static,time_reversal,198,normalized_position_rmse,1.1865353764806532
static,time_reversal,198,velocity_direction_cosine,0.08337535633817125
static,time_reversal,198,speed_profile_correlation,0.0432900906960858
static,time_reversal,198,path_length_similarity,0.5683529921660456
static,time_reversal,198,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,198,zero_lag_correlation,0.11729686151833535
static,time_reversal,198,best_lag_correlation,0.12419101376152167
static,time_reversal,199,position_correlation,0.02050806744321554
static,time_reversal,199,position_cosine,-0.021136967053817936
static,time_reversal,199,normalized_position_rmse,1.1865353764806532
static,time_reversal,199,velocity_direction_cosine,0.08337535633817125
static,time_reversal,199,speed_profile_correlation,0.0432900906960858
static,time_reversal,199,path_length_similarity,0.5683529921660456
static,time_reversal,199,acceleration_direction_cosine,0.043448809828670124
static,time_reversal,199,zero_lag_correlation,0.11729686151833535
static,time_reversal,199,best_lag_correlation,0.12419101376152167
static,block_shuffle,0,position_correlation,0.11046945598093069
static,block_shuffle,0,position_cosine,-0.002197675572755486
static,block_shuffle,0,normalized_position_rmse,1.1203555762313926
static,block_shuffle,0,velocity_direction_cosine,-0.04348686902881029
static,block_shuffle,0,speed_profile_correlation,0.12295913352127862
static,block_shuffle,0,path_length_similarity,0.7977153203094192
static,block_shuffle,0,acceleration_direction_cosine,-0.012769824614103635
static,block_shuffle,0,zero_lag_correlation,0.19772058811393248
static,block_shuffle,0,best_lag_correlation,0.24508889140966317
static,block_shuffle,1,position_correlation,0.17255938538433055
static,block_shuffle,1,position_cosine,0.0833171832203681
static,block_shuffle,1,normalized_position_rmse,1.0869449694973532
static,block_shuffle,1,velocity_direction_cosine,0.01836243736836669
static,block_shuffle,1,speed_profile_correlation,0.22169287383409977
static,block_shuffle,1,path_length_similarity,0.7504203525081644
static,block_shuffle,1,acceleration_direction_cosine,-0.01534299226438859
static,block_shuffle,1,zero_lag_correlation,0.25076972633475836
static,block_shuffle,1,best_lag_correlation,0.2630294739949789
static,block_shuffle,2,position_correlation,0.13779782576761024
static,block_shuffle,2,position_cosine,0.05833394549626676
static,block_shuffle,2,normalized_position_rmse,1.1041728698064075
static,block_shuffle,2,velocity_direction_cosine,0.02020223109701387
static,block_shuffle,2,speed_profile_correlation,0.21970851720326115
static,block_shuffle,2,path_length_similarity,0.8237002462473054
static,block_shuffle,2,acceleration_direction_cosine,0.027940656779369532
static,block_shuffle,2,zero_lag_correlation,0.22143376881580434
static,block_shuffle,2,best_lag_correlation,0.25716757378175886
static,block_shuffle,3,position_correlation,0.06758043808396724
static,block_shuffle,3,position_cosine,0.013134244271038034
static,block_shuffle,3,normalized_position_rmse,1.1392941129151997
static,block_shuffle,3,velocity_direction_cosine,0.04585885375161523
static,block_shuffle,3,speed_profile_correlation,0.15669574261342528
static,block_shuffle,3,path_length_similarity,0.8099787348441331
static,block_shuffle,3,acceleration_direction_cosine,0.07012976803841786
static,block_shuffle,3,zero_lag_correlation,0.16300832480156413
static,block_shuffle,3,best_lag_correlation,0.21151156269250615
static,block_shuffle,4,position_correlation,0.012356393908073141
static,block_shuffle,4,position_cosine,-0.02365955695418802
static,block_shuffle,4,normalized_position_rmse,1.164980678703051
static,block_shuffle,4,velocity_direction_cosine,0.009517895250779928
static,block_shuffle,4,speed_profile_correlation,0.06606511060755986
static,block_shuffle,4,path_length_similarity,0.8182706125457623
static,block_shuffle,4,acceleration_direction_cosine,0.013250948050004556
static,block_shuffle,4,zero_lag_correlation,0.11584124162166123
static,block_shuffle,4,best_lag_correlation,0.18559842550490763
static,block_shuffle,5,position_correlation,0.04266669555706511
static,block_shuffle,5,position_cosine,-0.00019904591235032616
static,block_shuffle,5,normalized_position_rmse,1.1566856781077552
static,block_shuffle,5,velocity_direction_cosine,0.049098500374232815
static,block_shuffle,5,speed_profile_correlation,0.054592718705779295
static,block_shuffle,5,path_length_similarity,0.7896602760458862
static,block_shuffle,5,acceleration_direction_cosine,0.018872375045742268
static,block_shuffle,5,zero_lag_correlation,0.14078455107437116
static,block_shuffle,5,best_lag_correlation,0.15260278351882195
static,block_shuffle,6,position_correlation,0.2048344112200825
static,block_shuffle,6,position_cosine,0.10162413692663136
static,block_shuffle,6,normalized_position_rmse,1.0638134007648028
static,block_shuffle,6,velocity_direction_cosine,0.08425734760256001
static,block_shuffle,6,speed_profile_correlation,0.2626571631486659
static,block_shuffle,6,path_length_similarity,0.7879292430298345
static,block_shuffle,6,acceleration_direction_cosine,0.08081440867221192
static,block_shuffle,6,zero_lag_correlation,0.27865542483924677
static,block_shuffle,6,best_lag_correlation,0.279753721634567
static,block_shuffle,7,position_correlation,0.13138749813830686
static,block_shuffle,7,position_cosine,0.0714569355070897
static,block_shuffle,7,normalized_position_rmse,1.10259424683579
static,block_shuffle,7,velocity_direction_cosine,0.10057327153966779
static,block_shuffle,7,speed_profile_correlation,0.13735637463307235
static,block_shuffle,7,path_length_similarity,0.8456139637741192
static,block_shuffle,7,acceleration_direction_cosine,0.057705189122098405
static,block_shuffle,7,zero_lag_correlation,0.21661788727497122
static,block_shuffle,7,best_lag_correlation,0.22311946422720208
static,block_shuffle,8,position_correlation,0.0458493858634958
static,block_shuffle,8,position_cosine,-0.017515143001423303
static,block_shuffle,8,normalized_position_rmse,1.151574182917839
static,block_shuffle,8,velocity_direction_cosine,-0.019325926669536572
static,block_shuffle,8,speed_profile_correlation,0.1615931957545775
static,block_shuffle,8,path_length_similarity,0.7979568229746627
static,block_shuffle,8,acceleration_direction_cosine,-0.043937098889908675
static,block_shuffle,8,zero_lag_correlation,0.14412858411652685
static,block_shuffle,8,best_lag_correlation,0.15045906458572977
static,block_shuffle,9,position_correlation,0.04467987579563469
static,block_shuffle,9,position_cosine,-0.029079801390096957
static,block_shuffle,9,normalized_position_rmse,1.1524641687062127
static,block_shuffle,9,velocity_direction_cosine,0.029204275023263664
static,block_shuffle,9,speed_profile_correlation,0.18250379840072542
static,block_shuffle,9,path_length_similarity,0.7860345589797716
static,block_shuffle,9,acceleration_direction_cosine,0.026223130700879203
static,block_shuffle,9,zero_lag_correlation,0.1445469354065393
static,block_shuffle,9,best_lag_correlation,0.16655169075621903
static,block_shuffle,10,position_correlation,0.1372068376692094
static,block_shuffle,10,position_cosine,0.05549678269003304
static,block_shuffle,10,normalized_position_rmse,1.1012847137394293
static,block_shuffle,10,velocity_direction_cosine,0.026771953752779996
static,block_shuffle,10,speed_profile_correlation,0.18077466000881293
static,block_shuffle,10,path_length_similarity,0.8968063998184096
static,block_shuffle,10,acceleration_direction_cosine,0.016948850607417083
static,block_shuffle,10,zero_lag_correlation,0.2218446901466762
static,block_shuffle,10,best_lag_correlation,0.23128195469516574
static,block_shuffle,11,position_correlation,0.005880868378066617
static,block_shuffle,11,position_cosine,-0.06516579224223025
static,block_shuffle,11,normalized_position_rmse,1.1755976296349973
static,block_shuffle,11,velocity_direction_cosine,-0.040752330939156735
static,block_shuffle,11,speed_profile_correlation,0.27066343414099325
static,block_shuffle,11,path_length_similarity,0.8389512246636945
static,block_shuffle,11,acceleration_direction_cosine,-0.022892802810225887
static,block_shuffle,11,zero_lag_correlation,0.10755380251676806
static,block_shuffle,11,best_lag_correlation,0.1419967066760684
static,block_shuffle,12,position_correlation,0.14044060658591023
static,block_shuffle,12,position_cosine,0.09005560934809687
static,block_shuffle,12,normalized_position_rmse,1.0994075987961573
static,block_shuffle,12,velocity_direction_cosine,0.056166832769807676
static,block_shuffle,12,speed_profile_correlation,0.11002168988845631
static,block_shuffle,12,path_length_similarity,0.8549314249079157
static,block_shuffle,12,acceleration_direction_cosine,0.039796344026939795
static,block_shuffle,12,zero_lag_correlation,0.2241363942478248
static,block_shuffle,12,best_lag_correlation,0.23844887309864368
static,block_shuffle,13,position_correlation,0.074030490789943
static,block_shuffle,13,position_cosine,-0.0228202051276695
static,block_shuffle,13,normalized_position_rmse,1.1365213705971635
static,block_shuffle,13,velocity_direction_cosine,-0.039532314243736
static,block_shuffle,13,speed_profile_correlation,0.19699525088470887
static,block_shuffle,13,path_length_similarity,0.8069485033072447
static,block_shuffle,13,acceleration_direction_cosine,-0.038373505242851894
static,block_shuffle,13,zero_lag_correlation,0.16779745675275975
static,block_shuffle,13,best_lag_correlation,0.20496985739523463
static,block_shuffle,14,position_correlation,0.022955005481130705
static,block_shuffle,14,position_cosine,-0.03383509793627231
static,block_shuffle,14,normalized_position_rmse,1.1648445004513919
static,block_shuffle,14,velocity_direction_cosine,0.037169182489842696
static,block_shuffle,14,speed_profile_correlation,0.0794429883218103
static,block_shuffle,14,path_length_similarity,0.8679497758709483
static,block_shuffle,14,acceleration_direction_cosine,0.04359676399517623
static,block_shuffle,14,zero_lag_correlation,0.1253718033401663
static,block_shuffle,14,best_lag_correlation,0.13030459561336075
static,block_shuffle,15,position_correlation,0.12343242047925412
static,block_shuffle,15,position_cosine,0.05491383065028029
static,block_shuffle,15,normalized_position_rmse,1.1158535660554973
static,block_shuffle,15,velocity_direction_cosine,0.06244068196822456
static,block_shuffle,15,speed_profile_correlation,0.07096402289942652
static,block_shuffle,15,path_length_similarity,0.8389051660692034
static,block_shuffle,15,acceleration_direction_cosine,0.011390756158232002
static,block_shuffle,15,zero_lag_correlation,0.2087363049391699
static,block_shuffle,15,best_lag_correlation,0.21072243243418648
static,block_shuffle,16,position_correlation,0.12454329503618153
static,block_shuffle,16,position_cosine,0.024954231535172528
static,block_shuffle,16,normalized_position_rmse,1.1062736003484792
static,block_shuffle,16,velocity_direction_cosine,-0.032854902407537794
static,block_shuffle,16,speed_profile_correlation,0.24201539746116674
static,block_shuffle,16,path_length_similarity,0.8658241467212405
static,block_shuffle,16,acceleration_direction_cosine,-0.02783892384683042
static,block_shuffle,16,zero_lag_correlation,0.21081681203283886
static,block_shuffle,16,best_lag_correlation,0.25746903365530543
static,block_shuffle,17,position_correlation,0.001391526676136658
static,block_shuffle,17,position_cosine,-0.050354843571764785
static,block_shuffle,17,normalized_position_rmse,1.1742193773983358
static,block_shuffle,17,velocity_direction_cosine,-0.003839865776060264
static,block_shuffle,17,speed_profile_correlation,0.20749565457739888
static,block_shuffle,17,path_length_similarity,0.8215973992242751
static,block_shuffle,17,acceleration_direction_cosine,0.034855388207163523
static,block_shuffle,17,zero_lag_correlation,0.1071194471054148
static,block_shuffle,17,best_lag_correlation,0.19015199401083013
static,block_shuffle,18,position_correlation,0.030726854782734403
static,block_shuffle,18,position_cosine,-0.02961317353520174
static,block_shuffle,18,normalized_position_rmse,1.157134425395389
static,block_shuffle,18,velocity_direction_cosine,-0.08635227807699165
static,block_shuffle,18,speed_profile_correlation,0.17696646390757548
static,block_shuffle,18,path_length_similarity,0.8510659372376096
static,block_shuffle,18,acceleration_direction_cosine,-0.09630642146057136
static,block_shuffle,18,zero_lag_correlation,0.13094868512645863
static,block_shuffle,18,best_lag_correlation,0.16155754313944815
static,block_shuffle,19,position_correlation,0.06772870414940095
static,block_shuffle,19,position_cosine,-0.00448134435971388
