bootstrap,metric,raw_dynamic_minus_static,oriented_dynamic_advantage
37,acceleration_direction_cosine,0.31012676155647667,0.31012676155647667
37,zero_lag_correlation,0.2571006201581803,0.2571006201581803
37,best_lag_correlation,0.25376528200561743,0.25376528200561743
38,position_correlation,0.08153929900653423,0.08153929900653423
38,position_cosine,0.1469047153815788,0.1469047153815788
38,normalized_position_rmse,-0.06817284434828552,0.06817284434828552
38,velocity_direction_cosine,0.21119091559439768,0.21119091559439768
38,speed_profile_correlation,-0.0696316575242586,-0.0696316575242586
38,path_length_similarity,0.21497717843452763,0.21497717843452763
38,acceleration_direction_cosine,0.28191532322456353,0.28191532322456353
38,zero_lag_correlation,0.08181961460215204,0.08181961460215204
38,best_lag_correlation,0.08352521386929801,0.08352521386929801
39,position_correlation,0.10103779326687679,0.10103779326687679
39,position_cosine,0.18388575956628084,0.18388575956628084
39,normalized_position_rmse,-0.09696915824927144,0.09696915824927144
39,velocity_direction_cosine,0.17948851849910613,0.17948851849910613
39,speed_profile_correlation,-0.04901295987062326,-0.04901295987062326
39,path_length_similarity,0.220289056554119,0.220289056554119
39,acceleration_direction_cosine,0.26343223637005897,0.26343223637005897
39,zero_lag_correlation,0.0987314880241229,0.0987314880241229
39,best_lag_correlation,0.10247952137609317,0.10247952137609317
40,position_correlation,0.2083762400612199,0.2083762400612199
40,position_cosine,0.3340139344410244,0.3340139344410244
40,normalized_position_rmse,-0.19195961403888206,0.19195961403888206
40,velocity_direction_cosine,0.17319668299343927,0.17319668299343927
40,speed_profile_correlation,0.005417413780413716,0.005417413780413716
40,path_length_similarity,0.1479040043659806,0.1479040043659806
40,acceleration_direction_cosine,0.23844154099910184,0.23844154099910184
40,zero_lag_correlation,0.19154151004233544,0.19154151004233544
40,best_lag_correlation,0.19285137373902161,0.19285137373902161
41,position_correlation,0.2059440513062073,0.2059440513062073
41,position_cosine,0.3405404117797447,0.3405404117797447
41,normalized_position_rmse,-0.1656227939023781,0.1656227939023781
41,velocity_direction_cosine,0.19398028718803118,0.19398028718803118
41,speed_profile_correlation,0.010464384557031026,0.010464384557031026
41,path_length_similarity,0.14348535421081832,0.14348535421081832
41,acceleration_direction_cosine,0.26747629918941596,0.26747629918941596
41,zero_lag_correlation,0.18639760034146735,0.18639760034146735
41,best_lag_correlation,0.18729280413570892,0.18729280413570892
42,position_correlation,0.44566988327569895,0.44566988327569895
42,position_cosine,0.5632948945037273,0.5632948945037273
42,normalized_position_rmse,-0.37087498804455854,0.37087498804455854
42,velocity_direction_cosine,0.21904771110141733,0.21904771110141733
42,speed_profile_correlation,0.0418495787823967,0.0418495787823967
42,path_length_similarity,0.10363802475719808,0.10363802475719808
42,acceleration_direction_cosine,0.31454123797491124,0.31454123797491124
42,zero_lag_correlation,0.39059204851305385,0.39059204851305385
42,best_lag_correlation,0.3934463533725482,0.3934463533725482
43,position_correlation,0.24513759191822687,0.24513759191822687
43,position_cosine,0.22686761066048788,0.22686761066048788
43,normalized_position_rmse,-0.13485093545891658,0.13485093545891658
43,velocity_direction_cosine,0.182483512524044,0.182483512524044
43,speed_profile_correlation,0.08284538396639035,0.08284538396639035
43,path_length_similarity,0.09916148633714739,0.09916148633714739
43,acceleration_direction_cosine,0.24427912697742432,0.24427912697742432
43,zero_lag_correlation,0.17872037895872528,0.17872037895872528
43,best_lag_correlation,0.18460642107804948,0.18460642107804948
44,position_correlation,0.35619688798979626,0.35619688798979626
44,position_cosine,0.5426549845256667,0.5426549845256667
44,normalized_position_rmse,-0.2659997880382181,0.2659997880382181
44,velocity_direction_cosine,0.2215776095343505,0.2215776095343505
44,speed_profile_correlation,0.04038162294141451,0.04038162294141451
44,path_length_similarity,0.12336751642682997,0.12336751642682997
44,acceleration_direction_cosine,0.3312399309059509,0.3312399309059509
44,zero_lag_correlation,0.29536730373330977,0.29536730373330977
44,best_lag_correlation,0.2972096693342988,0.2972096693342988
45,position_correlation,0.2992039727196963,0.2992039727196963
45,position_cosine,0.3959944262276514,0.3959944262276514
45,normalized_position_rmse,-0.23851037254846652,0.23851037254846652
45,velocity_direction_cosine,0.16065751891098884,0.16065751891098884
45,speed_profile_correlation,0.0531262883382268,0.0531262883382268
45,path_length_similarity,0.11869158895538712,0.11869158895538712
45,acceleration_direction_cosine,0.2389266426493841,0.2389266426493841
45,zero_lag_correlation,0.24337160621638165,0.24337160621638165
45,best_lag_correlation,0.24533423476337657,0.24533423476337657
46,position_correlation,0.23937126582317358,0.23937126582317358
46,position_cosine,0.41796721097204337,0.41796721097204337
46,normalized_position_rmse,-0.23233491447617816,0.23233491447617816
46,velocity_direction_cosine,0.1846818654690826,0.1846818654690826
46,speed_profile_correlation,-0.008234198794404013,-0.008234198794404013
46,path_length_similarity,0.1744842255502701,0.1744842255502701
46,acceleration_direction_cosine,0.28809454021075254,0.28809454021075254
46,zero_lag_correlation,0.21195294934672804,0.21195294934672804
46,best_lag_correlation,0.21569860181614764,0.21569860181614764
47,position_correlation,0.142496143000287,0.142496143000287
47,position_cosine,0.13750983742626288,0.13750983742626288
47,normalized_position_rmse,-0.11152341724871273,0.11152341724871273
47,velocity_direction_cosine,0.14506657374954446,0.14506657374954446
