split,metric,value
27,velocity_direction_cosine,0.6235121529642986
27,speed_profile_correlation,0.7936364967949155
27,path_length_similarity,0.9977693062871361
27,acceleration_direction_cosine,0.5399776456965055
27,zero_lag_correlation,0.8649535299997249
27,best_lag_correlation,0.8649535299997249
28,position_correlation,0.8588379993961088
28,position_cosine,0.836004097929426
28,normalized_position_rmse,0.5714872355587581
28,velocity_direction_cosine,0.6537767062770096
28,speed_profile_correlation,0.7778816497497777
28,path_length_similarity,0.8921649520808238
28,acceleration_direction_cosine,0.5460622293043915
28,zero_lag_correlation,0.8641075022593576
28,best_lag_correlation,0.8641075022593576
29,position_correlation,0.8562856531632593
29,position_cosine,0.8259679371492397
29,normalized_position_rmse,0.5691507137528796
29,velocity_direction_cosine,0.6187820474571908
29,speed_profile_correlation,0.7904511367965389
29,path_length_similarity,0.937649487018964
29,acceleration_direction_cosine,0.5526902473883566
29,zero_lag_correlation,0.8607086287780585
29,best_lag_correlation,0.8607086287780585
30,position_correlation,0.8429105015193151
30,position_cosine,0.8155325023862942
30,normalized_position_rmse,0.5396325524948415
30,velocity_direction_cosine,0.6354658768350316
30,speed_profile_correlation,0.7760480928572956
30,path_length_similarity,0.8580854093717126
30,acceleration_direction_cosine,0.5677274811266046
30,zero_lag_correlation,0.8514537571951264
30,best_lag_correlation,0.8514537571951264
31,position_correlation,0.8550589047876238
31,position_cosine,0.820271115419841
31,normalized_position_rmse,0.5871080349820255
31,velocity_direction_cosine,0.6270828066980756
31,speed_profile_correlation,0.7614846513930872
31,path_length_similarity,0.979649002906005
31,acceleration_direction_cosine,0.5418718710547679
31,zero_lag_correlation,0.8595135768742627
31,best_lag_correlation,0.8595135768742627
32,position_correlation,0.8375424916331887
32,position_cosine,0.8038162870594284
32,normalized_position_rmse,0.5589616822822543
32,velocity_direction_cosine,0.6144686405876564
32,speed_profile_correlation,0.7831230200274693
32,path_length_similarity,0.9702753169572026
32,acceleration_direction_cosine,0.5346405555004817
32,zero_lag_correlation,0.8424848542492877
32,best_lag_correlation,0.8424848542492877
33,position_correlation,0.8928840079126121
33,position_cosine,0.8622974270766739
33,normalized_position_rmse,0.49347705510434015
33,velocity_direction_cosine,0.6435043443263572
33,speed_profile_correlation,0.7924168303184697
33,path_length_similarity,0.9376991951435941
33,acceleration_direction_cosine,0.5345331076190113
33,zero_lag_correlation,0.8972448914252762
33,best_lag_correlation,0.8972448914252762
34,position_correlation,0.8466788995963421
34,position_cosine,0.8319075847730173
34,normalized_position_rmse,0.5334371424774961
34,velocity_direction_cosine,0.6635110982611059
34,speed_profile_correlation,0.7383181115842022
34,path_length_similarity,0.9806032102804572
34,acceleration_direction_cosine,0.568568702899378
34,zero_lag_correlation,0.8525324935688503
34,best_lag_correlation,0.8525324935688503
35,position_correlation,0.8740057553045868
35,position_cosine,0.8188960025894133
35,normalized_position_rmse,0.4899235653862514
35,velocity_direction_cosine,0.6632795740156493
35,speed_profile_correlation,0.8046997619346807
35,path_length_similarity,0.9838994757827599
35,acceleration_direction_cosine,0.577497502930487
35,zero_lag_correlation,0.8795285251638827
35,best_lag_correlation,0.8795285251638827
36,position_correlation,0.8722253644373157
36,position_cosine,0.8179773950680937
36,normalized_position_rmse,0.5602251500901054
36,velocity_direction_cosine,0.6239042331430599
36,speed_profile_correlation,0.7699645701834712
36,path_length_similarity,0.9268773502781322
36,acceleration_direction_cosine,0.5323666703924661
36,zero_lag_correlation,0.8753513204833394
36,best_lag_correlation,0.8753513204833394
37,position_correlation,0.8762305601487914
37,position_cosine,0.845333772880421
37,normalized_position_rmse,0.5744219612406741
37,velocity_direction_cosine,0.6355748467144601
37,speed_profile_correlation,0.8245171550906817
37,path_length_similarity,0.9097839692185251
37,acceleration_direction_cosine,0.5560456459259591
37,zero_lag_correlation,0.8832137386394484
37,best_lag_correlation,0.8832137386394484
38,position_correlation,0.8394975879343465
38,position_cosine,0.814084846391604
38,normalized_position_rmse,0.5571591948520337
38,velocity_direction_cosine,0.6467555968527211
38,speed_profile_correlation,0.741708464036904
38,path_length_similarity,0.9750176923810936
38,acceleration_direction_cosine,0.5616208377527238
38,zero_lag_correlation,0.8453646859796784
38,best_lag_correlation,0.8453646859796784
39,position_correlation,0.8627095531352443
39,position_cosine,0.8348310265399368
39,normalized_position_rmse,0.5614608643485841
39,velocity_direction_cosine,0.634621434491429
39,speed_profile_correlation,0.8059712314893634
39,path_length_similarity,0.8783346659804555
39,acceleration_direction_cosine,0.5433865351857037
39,zero_lag_correlation,0.8682311602842084
39,best_lag_correlation,0.8682311602842084
40,position_correlation,0.8481422359163221
40,position_cosine,0.8031048998126131
40,normalized_position_rmse,0.5486343421467521
40,velocity_direction_cosine,0.65677354956136
40,speed_profile_correlation,0.7630209206450588
40,path_length_similarity,0.9815274324937393
40,acceleration_direction_cosine,0.5610137835144883
